Teks|Sentimen
[USERNAME] [USERNAME] [USERNAME] bitcoin sya masih banyak mas saham sya juga banyak punya BBCA,BBRI insyallah 5-10thun kedepan jangan sampe kalo miskin mah. orang sdm rendah kaya lu+otak miskin mana ngerti bitcoin,saham|Positif
akhirnya gua punya cita-cita baru. yah benar punya 2 lot saham BCA!|Positif
Kalo dari dulu orang tua lebih milih nimbun saham BBCA atau BBRi dibanding dibanding barang2 ga kepake, mungkin keluarga gw udah kaya raya tujuh turunan.|Positif
Happy Chinese New Year! Manajemen transaksi saham portofolio warteg BY JO: rasio CUTE lebe banyak positif neh: mapi, imas, bbca, bbri, MIDI: periode Chinese Year of Rabbit 2023: [URL]|Positif
[USERNAME] Minta mentah aja buat nabung reksadana sama saham. Ya bis BBCA,BBNI,BBRI,BMRI masing-masing 50-100 lot aja. Biar mandirigk minta jajan sering🤣🤣🤣|Positif
[USERNAME] [USERNAME] belikan dlu saham BCA|Positif
Deretan Saham Favorit Investor Asing Sepekan, BMRI BBCA dkk Masuk Daftar [URL]|Positif
[USERNAME] Ato punya saham bca 600 lot|Positif
[USERNAME] Pertama tama beli saham bca nder, lalu beli pulau, dan jet pribadi jgn lupa|Positif
[USERNAME] Saham BBCA 1000 lot|Positif
[USERNAME] [USERNAME] 28 lot saham BCA ka|Positif
[USERNAME] beli saham bca 1 jt lot dulu nder|Positif
Sebelum Libur Imlek, Investor Asing Borong Saham BMRI-BBCA [URL]|Positif
[USERNAME] Saran saham BBCA pang 100 Lot|Positif
[USERNAME] [USERNAME] maw saham bca|Positif
[USERNAME] prof, apakah saham terkena inflasi? bahkan bbca yg sekarang dianggap gen z cuman 9rb an, sbnere harga nya berkali kali lipat oleh gen boomer|Netral
Bismillah saham Bca 100lot|Positif
[USERNAME] Saham BBCA 5000 lot|Positif
[USERNAME] 50% saham BBCA|Positif
yang CUTE + : saham admr, arto, asii, bbca, bbri, HERO, MAPI: saham2 tsb merata meraup CUTE+ di 3 portofolio warteg saham BY JO (ot B, ot C, ot P): gitu, per tgl 06 Januari 2024, bahkan naek trennya dibanding per tgl 29 Januari 2024.|Positif
Meneropong Feng Shui Saham GOTO &amp BBCA di Tahun Naga Kayu 2024 [URL]|Netral
[USERNAME] Kalo mau saham, pilih yang blue chip aja model BCA skrg yg lagi Bullish yah BSI sih|Positif
[USERNAME] Kalo teller ya mending di BCA lah, Kalo saham mending BRI,|Positif
aslinya gimmick biar dapet saham di BCA😍😍😍😍|Positif
[USERNAME] pengen saham BCA BRI INDOFOOD masing masing 100.000 lot|Positif
Saham BBRI, BBCA dan AKRA Topang Indeks Bisnis-27 di Jalur Hijau [URL]|Positif
IHSG Dibuka Menguat, Saham BBCA, ANTM, hingga PTRO Melesat [URL]|Positif
[USERNAME] [USERNAME] [USERNAME] [USERNAME] Takut ah kak, kemaren aku denger cerita ada yg beli saham bbca pkek uang gajian. Ehh abis itu sahamnya turun.😁😁😁|Negatif
[USERNAME] 10000% saham bca ku kasih untukmu beb|Positif
Coba tebak siapa mutual favorite aku? Yg betul aku kasih saham bca 50%|Positif
Jelang Musim Dividen, Cermati Saham BBCA, ADRO, hingga ASII [URL]|Positif
List beli saham : 1. Bca 2. Bca 3. Bca|Positif
kerja terus sampe minimal punya 100 lot saham bca|Positif
[USERNAME] [USERNAME] lucu bangeeet makanya yang akur yaa ai sama pipihhhh biar dibeliin saham BCA|Positif
Sdf! Saham deviden sender cuman bbca bbri pssi powr jaya camp dan juga antm kalau semua di tambah lotnya buat investasi sampai usia 40an bgus tdak ya kira²?|Netral
trus kerja sampe km punya minimal 100lot saham bca|Positif
PT Bank Central Asia Tbk (BBCA) telah memublikasikan Laporan Keuangan Tahun 2023. Pendapatan BBCA meningkat 20,98% dan Laba Bersih yang Dapat Diatribusikan Kepada Pemilik Entitas Induk tumbuh 19,4% dibandingkan dengan periode yang sama pada tahun lalu. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]|Positif
Susul Morgan Stanley, JP Morgan Revisi Peringkat Saham BCA (BBCA) [URL]|Netral
"[USERNAME] Mau ikutan naro saham hiks. Bca naik teruus :"";0;0;0;0;in;757892692122542085;1754284495497556231;gazllael;[URL]
 Mon Feb 05 00:43:26 +0000 2024;1754304691310379265;[USERNAME] saham BBCA 100 lot"""|Positif
Sdf! Saham Bbri, bbca, powr, jaya, camp, pssi itu ada devidennya tdk ya?|Netral
Saham untr 200 lot, saham bmri 1000 lot, itmg 200 lot, bbri 1000 lot, bbca 500 lot. Kalau gk bisa. Sbm aja 1m. Biar kerja tenang, bulanan tenang. 🤣🤣|Positif
[USERNAME] ADRO bagus, ambil perbankan juga nder BBCA, BBRI, BMRI, BBNI, salah satu atau dua tergantung modal wkwkw|Positif
bandingken : THS bbri dalam periode 31 Juli 2019 s/d 02 Februari 2024 tidak lebe konsisten seh, jika disandingken dengan THS bbca: tapi tren kenaekan CUTE bbri dalam portofolio warteg saham BY JO = 448 kali lipat (44800%): tetap lumayan lah : neh : [URL]|Positif
pada portofolio warteg saham BY JO yang laen: ot C: dalam periode pengamatan 05 Agustus 2019 s/d 02 Februari 2024: ternyata THS bbca juga slalu positif: CUTE slalu positif, puluhan kali lipat (artinya RIBUAN PERSEN naek): neh: [URL]|Positif
[USERNAME] Lempar aja ke BBCA dan BBRI Trus tinggal tidur, bangun saat pembagian dividen, reinvest lagi ke BBCA dan BBRI gitu aja terus, sampai jadi milyarder|Positif
Lianawaty Suwono, Direktur PT Bank Central Asia Tbk (BBCA), menjual 500.000 saham BBCA miliknya dengan harga rata-rata Rp9.625 per saham pada 9 &amp 10 Januari 2024. Setelah transaksi tersebut, Lianawaty Suwono memiliki 1.521.880 saham BBCA. [HASHTAG] [HASHTAG] [HASHTAG] [URL]|Netral
[USERNAME] Mending beliin saham BCA 10 lot sama BRI 5 lot|Positif
Ada tugas analisis, mnding bli saham adro atau bbri? Pgn bbca yg aga aman tpi lg byk pengeluaran. Butuh buat tugas aja si bkn invest jangka panjang|Netral
Yang punya saham bca tahun 2020 sekarang happy banget pasti|Positif
[USERNAME] bca sekuritas &amp phillips sekuritas nggak ada, saya pake 2 sekuritas ini, dulu poems sempat ada 25K data realtime tapi skrg kayaknya lagi gratis|Netral
[USERNAME] Saham BBCA bisa ga kak🤑🤣|Positif
PT Bank Central Asia Tbk (BBCA) akan menyelenggarakan [HASHTAG] Tahunan pada 14 Maret 2024 pukul 09.30 WIB. Pemegang saham yang namanya tercatat dalam Daftar Pemegang Saham BBCA pada 13 Februari 2024 pukul 16.00 WIB berhak hadir atau diwakili dalam acara tersebut. [HASHTAG] [HASHTAG] [HASHTAG] [URL]|Netral
[USERNAME] Sma aja kyak trading saham analasisa abcdef, mantengin chart taunya porto growth kalah sma bca mending all in bca.|Positif
bbri sama bbca aman sih sebenernya. resiko kecil tapi di saham satunya lagi naik drastis dari aku tahun lalu sampe sekarang naiknya gila wkwk kemarin tahun baru bgt ngejual mayan🤣|Positif
Untuk saham top gainer &amp top loser hari ini: Top Gainer CBUT, Rp. 1,820 (+195) BBCA, Rp. 9,700 (+150) SMGR, Rp. 6,325 (+125) Top Loser DCII, Rp. 36,000 (-2,500) SMMA, Rp. 14,675 (-1,475) ITMG, Rp. 26,625 (-425) [URL]|Netral
Rekap Laba Bersih 2023 dan % pertumbuhan dari tahun 2022 sebagai berikut : BBCA Rp 48.6 T +19.4% BBRI Rp 60.1 T +17.5% BMRI Rp 55.1 T +33.7% BBNI Rp 20.9 T +14.2% Angka tersebut sangat baik karena - bobot keempat saham tersebut sekitar 30-35% di IHSG, 40-45% di IDX30 dan LQ45|Positif
[USERNAME] Beli saham GGRM dan BBCA berlot lot..|Positif
Shm! disini ada yang perna ganti kartu dari bca biasa ke bca xpresi? kalo ganti kartu kira kira rdn stockbitnya ikut berubah ngga ya 🙏🏻|Netral
baru jg tgl 1 udh ada mentahan aje wkwk biasanya dibeliin saham bbca/bbri ,tp taun ini mau beli smartwatch biar rajin olahraga sm normalize brgkt kerja pagi2 , tqu bebe 🥰 [URL]|Positif
[USERNAME] Amin sukses bsk gw beli saham BCA|Positif
Investor asing agresif memborong saham lima bank besar, yakni BBCA, BBRI, BMRI, BBNI, dan BRIS sejak awal 2024. Target harga saham tinggi. [URL] [HASHTAG] [HASHTAG] [HASHTAG]|Positif
[USERNAME] pegang BBRI BBCA aja nder, gak maximal kalo sampe 5 gitu. trust me.|Positif
Market Update IHSG naik 0,49% menjadi 7.192,22 dengan indeks LQ45 meningkat 1,02% jadi 971,7. Di tengah penguatan IHSG, Tim Analis Bareksa merekomendasikan beberapa saham pilihan: $BBCA $MIKA $ICBP $BSDE [URL]|Positif
Antara lain BBCA, BBRI, BMRI, BBNI. Walau saham big banks turun, di hold saja terus. Tiap tahun bakalan dapat dividen. Emas walaupun dipuji puji, rasanya lbh cocok untuk nabung drpd melipatgandakan duit, karena harganya sudah tinggi jd naiknya pelan Properti mgkin bagus tp -|Positif
Bmw 530i, saham bca, sama pc gemang|Positif
[USERNAME] BRIS akan sejajar dengan BMRI BBRI BBCA dan BBNI|Positif
[USERNAME] saham bca kayaknya boleh mas 🙏|Positif
Kasih saran dong Saya kelas 11 SMA bingung mending investasi beli Buku (ilmu) atau investasi beli BBCA (saham)? [URL]|Netral
[USERNAME] Aku jg nder ga sengaja beli saham BCA 20 lot|Positif
[USERNAME] [USERNAME] Siip masuk ini. Beli saham BBCA.|Positif
[USERNAME] Borong saham bca|Positif
Shm! $BBCA sama $BBNI udah rilis lapkeu full year. Kalau saham $BBRI $BMRI kapan ya? Tanggal 31?|Netral
saham-saham pendorong penguatan IHSG kemarin antara lain BBRI (+2,8%), BMRI (+2,8%), dan BBCA (+2,1%). Beberapa indeks bursa saham Asia lainnya juga mengalami rebound di awal pekan ini, antara lain Nikkei dan Hang Seng..|Positif
Kinerja Saham Bank Jumbo BBCA, BBRI, BBNI, BMRI Kompak Melejit [URL]|Positif
IHSG Berpotensi ke Level 7.200, Analis Sarankan Saham BBCA hingga BBRI [URL]|Positif
[USERNAME] Mimpi punya saham bank bca 24%|Positif
[USERNAME] [USERNAME] Ini nih cnth nya shm bank bca performa nya bagus selama 5 taun terakhir naik nya 69%. Misal kamu mulai beli saham bca di taun 2020 dengan harga 5000/lembar dan setiap bulan nya kamu konsisten beli mau pas saham nya lagi naik atau turun tetep kamu beli selama 2 taun sampe 2022 [URL]|Positif
[HASHTAG] saham bank yang kemarin tertekan hari ini kembali berbalik dan ditutup menguat. [HASHTAG] 9550 +2.14% dan [HASHTAG] 5575 +2.76%|Positif
[USERNAME] [USERNAME] [USERNAME] Bukan gak susten kak. Pengusaha gede itu pasti yg begitu. Merintis sampe gede jual dah. Tokopedia bukalapak gojek Bca djarum jg begitu. Udh gede jual berbentuk saham. Nadiem mulai modal brp sih, gak bakal ratusan milyar. Jadiin saham triliunan ya mending jual.|Netral
Indeks Bisnis-27 Ditutup Menguat, Saham MDKA, BMRI, BBRI, BBCA Hijau [URL]|Positif
IHSG Ditutup Naik, Saham BBCA, BBRI, TPIA Cuan Banyak [URL]|Positif
[USERNAME] kalo utk progress naik cepat bisa saham, tapi buat kestabilan harga bisa emas kalo saham, disarankan saham BCA 😆|Positif
IHSG Sesi I Naik ke 7.155, Saham Bank Jumbo BBRI, BMRI &amp BBCA Laris Manis [URL]|Positif
[USERNAME] saham lah. alasan logisnya? beli BBCA aja. biarin aja si bank BCA yang mikirin gimana bisnisnya. kita yang beli saham ga usah repot mikir, tinggal tidur. tau tau gemuk itu asetnya.|Positif
carat ina duit lo semua beliin saham BCA 1 lot aja|Positif
Telyu! Ga habis pikir sama temen ku uang bpp buat spekulasi saham dia masuk saham kayak bbri, bbca katanya lagi down, padahal kan tgl 2 paling telat|Negatif
[USERNAME] astaga, saham BBCA jg turun|Negatif
[USERNAME] semoga di tahun 2024 saham BCA meningkat drastis supaya saya ga perlu kerja lagi🙏|Positif
[USERNAME] Gas beli saham bca ga sih|Positif
[USERNAME] Beli rumah di menteng sama saham bca 100 lot udah dapet sih nder|Positif
sakit bgttt perut haid day one yaallah gusti pengen beli saham BCA|Positif
[USERNAME] Reksadana, tabungan emas pegadaian, beli properti, saham bbca|Positif
[USERNAME] Mending uangnya buat beli saham bbca atau bitcoin aja sih daripada judi online|Positif
[USERNAME] Beli saham BCA 100 lot kayanya cukup nder. Cukup di pikiran sendiri 😔|Positif
[HASHTAG] Di Saham $BBCA, yang pertama kali gw lakuin pas harga sahamnya turun adalah: a. Cari primary supportnya. b. Buat areanya (abu2). c. Buat garis nilainya (titik2). [URL]|Netral
[HASHTAG] Gw coba kasih contoh ya di salah satu saham perbankan, yaitu Saham $BBCA. Ini gw gak nyuruh kalian beli, CUMA CONTOH AJA! hahaha ngegas maap.|Netral
[USERNAME] [USERNAME] Investasi jangka panjang di saham bbca .|Positif
[HASHTAG] value RG/regular market sedikit menyusut tersisa 8 3T dengan netsell asing hingga -947M. Dengan nilai sebesar ini jelas yang dilepas adalah saham big bank : [HASHTAG] [HASHTAG]|Negatif
[USERNAME] kok gak pernah beliin aku saham bca?|Positif
[USERNAME] [USERNAME] [USERNAME] saham BBCA nahan ketawa 😃|Positif
[USERNAME] Jajanin saham BCA bisa?|Positif
[USERNAME] Kamu tau 1 lembar hybe harganya 2.5 juta (1 lembar doang) di indo udah bisa dpt 200 lembar saham bca 😭 800 lembar saham telkom dan itu masih lebih 😭😭😭😭 Alias mahal bgt saham hybe|Negatif
[USERNAME] [USERNAME] Misal bank kamu ambil 2 aja, atau salah satu diantara BBRI or BBCA. Lalu satunya kalau mau incar dividen, ambil PTBA yang cukup rutin bagi deviden dalam 11 tahun terakhir (based on my Thesis results). Mungkin sisanya bisa kamu ambil cicil ke emiten lain macam $ASII $ADRO dll.|Positif
[USERNAME] Beli 70% saham BCA.|Positif
[USERNAME] waaah boleh, aku beli deh 1 lot saham bca 😻‼️|Positif
[USERNAME] saham bca nad🥰|Positif
[USERNAME] Saham BBCA 20% hehe|Positif
[USERNAME] Beli saham bbca 50.000 lot|Positif
[USERNAME] [USERNAME] Ini jelasnya per pbv bca pernah lebih rendah dari hari ini sehingga bisa dibilang over value vs per pbv terendahnya Bbca memang bagus tapi bisa dianggap kemahalan kalau eps q4 ga di atas q2 [URL]|Negatif
[USERNAME] Saham BBCA dan gerai ritel Alfamart dan Indomaret. Doakan tahun 2026 kebeli yaa 😍|Positif
[USERNAME] Bbca Q2Q nya tidak memuaskan keliatannya belum mencapai maximal dia lagi 102 cuma 99 sama dengan Q3. Jangka pendek Q2Q lebih berpengaruh dari YoY (invest) [URL]|Negatif
contoh kasus saham yang market makernya asing kayak $BBCA itu rawan koreksi setelah ATH Baru, dan berita lapkeu keluar meskipun lapkeu bagus, kenapa? karena disana demand buy retail gede, jadi asing yang duitnya banyak lebih gampang jualan|Negatif
main saham BBCA kali ya|Positif
[USERNAME] Aku ga pernah khawatir kalau merah di BBRI sama BBCA malah nyiapin dana buat tambah muatan ketika ada tanda-tanda bakal naik lagi|Positif
[USERNAME] Tergantung niatnya ambil bbri sama bbca buat apa. Kalo buat nabung deviden. Mending cut bca. Masukin ke bbri. Kalo turun lagi. Tambah lagi. Gulungin devidennya|Positif
[USERNAME] jangan beli bbca .. wkwkw|Negatif
[USERNAME] BBRI sama BBCA asing lg out, BREN tau sendiri sopirnya ugal. dah patokan IHSG itu|Negatif
Tapi ya, justru ini bisa jadi peluang kalau ada saham-saham fundamental oke turun. Apalagi, kalau saham BBCA mencatatkan PBV yang setara dengan rata-rata 5 tahunnya, itu posisi yang menarik dan jarang terjadi seperti di akhir 2023 kemarin.|Positif
Laba Bank Central Asia $BBCA naik 19,4% yoy menjadi Rp 48,6 triliun pada 2023 Perusahaan perbankan masih mudah cari untung di Indonesia. Bahkan perusahaan segede BBCA pertumbuhan labanya masih tinggi Bagaimana pergerakan harga saham $BBCA ? Bisa naik atau sell on the news?|Positif
"Saham BBCA | 4Q23 PATMI Rp12.2t, flat QoQ. FY23 Rp48.6t, up 19% YoY [URL]"|Netral
[USERNAME] mau saham bca☺️|Positif
[USERNAME] Blikan saham bca dlu|Positif
Saham BBCA, MEDC hingga BUMI Laris Diborong Asing saat IHSG Koreksi [URL]|Positif
[USERNAME] makin serem aja BBCA nih. padahal swasta loh🥶|Positif
[USERNAME] 😀😀bca itu th50 an ud berdiri berarti 70th, asii dg begitu banyak diversifikasi bisnis laba (thn berdiri lbh krg sama) hny 50% nya bca, bri th1895 (130th) laba 50t+ emang bisnis keuangan menggiurkan 😀😀|Positif
[USERNAME] Selama kedepan belum ada perang dunia 3, blue chip banking emang paling aman Kapan ya bbca diskon lagi kek 2020 😭|Positif
[USERNAME] Saham gorengan kok mbok tuku. BBCA lah. Beli, dan lupakan. Intip tahun depan|Positif
saham $BBCA Memecahkan kembali rekor laba bersih terbesar mereka sektor perbankan indonesia memang bikin cuan wkwkwkwk [URL]|Positif
Buat yang mau baca-baca berita menarik lainnya tentang saham di Indonesia, termasuk salah satunya BBCA, kamu bisa langsung klik di bawah ini ya! [URL]|Netral
Sdf! Rekomen saham buat jangka panjang dong slain bbca dan bbri apa ya?|Netral
[USERNAME] FYI yah BBCA itu range PER dan PBVnya stabil lho|Positif
Jangan dibeli shm! $BBCA , percuma laba nya naik terus tapi harga sahamnya mahal Kalimat diatas merupakan contoh statement orang dari 5 tahun lalu [URL]|Negatif
Ditutup Merah, Saham BBCA, BBNI, BMRI dan BBRI Kompak Tekan IHSG [URL]|Negatif
min [USERNAME] minimal saham BCA lahhh🤪 [URL]|Positif
FREN: Right Issue Rp8,57 T, sentimen positif! FREN akan menggelar rights issue, harga pelaksanaan Rp50/lembar dan BCA Sekuritas menjadi pembeli siaga. Terlepas rumor merger dengan EXCL, harga saham FREN secara historis menguat pasca-rights issue.|Positif
Rekomendasi Saham dan Pergerakan IHSG Hari Ini, Kamis (25/1/2024), Pantau BBCA - [URL] [URL] [URL]|Netral
hadiah sidang minta saham bca woiii😫👍🏻|Positif
[USERNAME] Jarum pemegang saham terbesar BBCA...bila di Rush masyarakat goyang NKRI...|Netral
IHSG Lesu, Saham Bank BBCA, BBRI, BMRI Rontok [URL]|Negatif
Akhirnya $FREN right issue nih, tapi tidak ada nama pembeli siaga. Hanya ada nama BCA sekuritas yang jadi pembeli siaga jika eksekusi saham baru kurang dari 109 miliar lembar dari total 171 miliar lembar. Maksimal yang dibeli BCA sekuritas pun cuma 96 miliar lembar.|Netral
Harga Saham BCA (BBCA) Jeblok Jelang Paparan Kinerja Kuartal IV/2023 [URL]|Negatif
Kembali ke masa lalu diwaktu org tua masih jaya jayanya terus invest di bitcoin di dogecoin beli saham bca, tencent dan moonton beli tanah banyak” terus udah deh|Positif
[USERNAME] Jarum itu pemegang saham terbesar BCA , mau boikot juga BCA gituh ?|Netral
[USERNAME] Beli saham BBCA|Positif
[USERNAME] Saham BBCA ada nya di stocbit ya?|Netral
"[USERNAME] Sederhana saja, dicek segmen usaha ASII dlm LKnya kira apa saja. Dan segmen UNVR dlm LKnya kira"" apa saja. Adakah segmen UNVR dlm bisnis pertambangan, kontraktor dan alat berat?"""|Netral
[USERNAME] Beda kasus lah, UNVR itu emang dah kemahalan, harga sekarang aja masih PBV 20 an, kalo ASII PBV 1, salah saham blue chip termurah, ditambah EPS nya selalu bertumbuh, sedangkan UNVR emang terus turun.|Negatif
Mengintip Alasan Mereka yang Melawan Arus Saham Unilever (UNVR) [URL]|Netral
"[USERNAME] UNVR... Karena termakan influencer yg bilang belilah saham yang sehari-hari kita pakai""... Dan langsung -65%..."""|Negatif
[USERNAME] UNVR, alasan? Karena produk nya sering digunakan... Wkwkwk Goblok ya saya? Emang, 🤣🤣|Negatif
[USERNAME] Udah 2024 percaya bluecap kayak unvr aja udah aneh|Negatif
[USERNAME] iyah juga, mendingan beli unvr produk sehari hari🗿|Negatif
Berhubung UNVR sekarang sudah anjlok ke 2,500-an, maka berikut analisa terbarunya. Ada yg masih setia dengan sahamnya disini? Saham Unilever (UNVR) Sudah Murah? [URL]|Negatif
Cuma penasaran yg dulu mas kawin pake saham $UNVR apa kabar 🙃|Negatif
Bukan karena Boikot, Analis Ungkap Alasan Turunnya Saham UNVR [URL]|Negatif
Efek Boikot, Saham UNVR Cetak Rekor Harga Terendah 13 Tahun [URL]|Negatif
IHSG Sesi I Melemah 0,18%, Saham UNVR Anjlok 3,35% [URL]|Negatif
"Influencer: Belilah saham yang sering dipake banyak orang dan dikenal orang banyak 👁️👄👁️"" Meanwhile UNVR: ☠️☠️☠️ [URL]"|Negatif
saham UNVR kembali berulah, scalping portofolio warteg saham BY JO ot C lage lah : unjuk kinerja waj1b dipersembahkan, neh: (26 Februari 2024) [URL]|Negatif
[USERNAME] [USERNAME] [USERNAME] [USERNAME] Pemegang saham nya perlu cash mungkin 😁 kan kalo UNVR bagi dividen itu nambah pemasukan untuk perusahaan induk nya|Negatif
[USERNAME] ebit 16% dari revenue, sehat banget sih utk fmcg. Masalah harga saham ya lain... curiganya ini bakal go private. G ada kepentingan jg unvr terus2an tbk. Gausah bagi2 deviden, setor aja semua ke London.|Negatif
kalo dari rasio investasi, bisa dilihat memang EPS yang dicerminkan dari trend turunnya harga saham UNVR lebih tinggi dibanding rata-rata industri [URL]|Negatif
[USERNAME] Apakah ini saatnya beli saham unvr?|Netral
[USERNAME] Jaman 10 tahun lalu pegang saham unvr udh bisa dibilang saham yg bisa ditinggal santai tau² kaya, skrng ditinggal sebentar tau² miskin wkwkwk|Negatif
[USERNAME] [USERNAME] Sejak para influencer investor sering memberi contoh UNVR salah satu saham yg naiknya cukup tinggi, sebelum 2019, di saat itulah kita kabur.|Negatif
[USERNAME] sebetulnya walaupun profitabilitas UNVR turun tapi ROIC-nya masih sangat luar biasa apabila dibanding peers, masih merupakan wonderful company. harga saham turun jauh simply krn valuasi sebelumnya terlalu mahal aja. [URL]|Positif
