Teks|Sentimen
Awas, Ini Ciri-Ciri ATM Dipasang Jebakan Penipuan|Netral
Ini Dia Bocoran Harga Emas di 2024 dari Bos Freeport|Netral
Bank Dunia Kasih Rp 1,3 Triliun ke RI, Anak Buah Jokowi Mau Bikin Ini|Positif
Bos Danareksa Buka-Bukaan Soal Aksi Korporasi Jelang Pencoblosan|Netral
Dituduh Cuci Uang Ratusan Miliar, Ini Respons Mengejutkan Raffi Ahmad|Netral
"8 Multifinance ""Menghitung Hari"", 6 Sudah Gugur Tahun Lalu"|Negatif
Mau Bangun Pabrik di RI, Produsen Baterai Tesla Cuan Jumbo|Positif
Ini Modus Pencucian Uang Paling Populer di Indonesia|Netral
Bursa Wall Street Bangkit Lagi, Kinerja Keuangan Perusahaan Kinclong|Positif
Harga Penawaran Rp 240/Saham, Analis Sebut UNTD Prospektif|Netral
Mantap! Pembiayaan Berkelanjutan BRI Tembus Rp 777 Triliun|Positif
Gokil! Hari Ini Saham BBRI Sempat Sentuh Rekor Baru Rp 5.900|Positif
Induk FamilyMart Putus Kerja Sama dengan Israel Imbas Seruan Boikot|Negatif
Pemilu Diperkirakan Bakal Dua Putaran, Begini Respons Investor|Netral
Ini Update Pegadaian Soal Pengembangan Bisnis Bullion Service|Netral
Asuransi Anak Usaha Pertamina (TUGU) Dicap Kuat Oleh AS|Netral
Menang PKPU Lawan Budi Said, Tato M Antam Bakal Dicabut Bursa|Negatif
Menang Gugatan PKPU Lawan Budi Said, Ini Penjelasan Pengacara Antam|Netral
Melantai di BEI, UNTD Kian Optimis Raih Pertumbuhan Bisnis|Positif
Kasus Impor Gula, Kejagung Periksa 2 Pejabat Bea Cukai|Negatif
Angin Segar Kepemimpinan UNVR, Mengenal Benjie Yap Lebih Dekat|Positif
OJK Buka Suara Soal Bank Banten Dibobol Karyawan Sendiri Buat Judol|Negatif
Indosat Mau Ekspansi ke Indonesia Timur, Siapkan Duit Segini|Netral
Laba Rp 4,8 T di 2023, UNVR Konsisten Tumbuh Bersama Indonesia|Positif
Investor Reksa Dana RI Naik 18,87%, Usia Di bawah 30 Tahun Mendominasi|Positif
Ada Gangguan Digital, Gaji CEO DBS Dipotong 30%|Negatif
Soal BUMN Jadi Koperasi, Wamen Tiko Buka Suara|Netral
Layanan Digital Eror, Bonus Bos Bank DBS Dipotong Rp 64,77 M|Negatif
Bank Raya Bawa Solusi Ini Bagi Para Pelaku Usaha Lokal|Positif
Mantap! Tumbuh 10,7%, Kredit UMKM BRI Tembus Rp 1.068,7 T di 2023|Positif
Gegara 7 Saham Big Cap Ini, IHSG Gagal Hepi Jelang Libur Panjang|Negatif
Sehari Saham Bank Mandiri Cetak Rekor 2 Kali, Ditutup di Rp 6.950|Positif
Hati-Hati! SLIK atau BI Checking Jelek Bisa Bikin Susah Cari Kerja|Netral
BI Pastikan RI Punya Cadangan Devisa Kuat, Dolar Turun ke Rp15.630|Positif
Terbaru! Ini Biaya Admin dan Saldo Minimum BCA, Mandiri, BNI dan BRI|Netral
Terusir dari RI, Pria ini Malah Jadi Raja Hotel Dunia|Netral
J Trust Bank Siap Berperan Aktif Dukung Transaksi Digital|Positif
Intip Dividen BBRI, BMRI, BBNI, BBTN 5 Tahun Terakhir, Siapa Terbesar?|Netral
Pencalonan Gibran Bikin Ipar Jokowi Langgar Etik, Ini Respons Luhut|Negatif
Siap-Siap, BUMN Buka Loker Gede-Gedean di Maret 2024|Positif
Turun Gunung, Ini Gurita Bisnis Pangeran Cendana Darma Mangkuluhur|Netral
BCA Setop Layanan m-BCA SIM Card, Ada Apa?|Netral
Israel Tolak Tawaran Gencatan Senjata, Harga Minyak Dunia Jadi Begini|Negatif
Fokus Jelang Imlek - The Fed Hawkish, Mata Uang Asia Loyo!|Negatif
Jelang Imlek Transaksi Justru Sepi, Bursa Asia Bergerak Lesu!|Negatif
Ini Dia 5 Raja Tambang Batu Bara di RI, Hartanya 'Unlimited'|Netral
WIKA Bangun Jalan Tol di IKN, Dapat Porsi Rp 1,2 Triliun|Positif
Segera Lengser, Segini Duit Pensiun Jokowi|Netral
BRI Targetkan Penyaluran 20.000 Unit KPR FLPP di 2024|Positif
Ini Kebiasaan Warga RI yang Bisa Bikin Miskin Menurut Lo Kheng Hong|Netral
Cerita Robohnya Kerajaan Bisnis Salim Usai Berjaya 3 Dekade|Netral
Kisah Crazy Rich RI Tempo Dulu, Jual Es Batu Punya Harta Triliunan|Netral
Kisah Crazy Rich Aceh Sumbang 8 Kg Emas Buat Monas Hingga Bangkrut|Netral
4 Raja Media RI Bertarung Politik, Siapa yang Paling Kaya?|Netral
Mesin Uang Orang Terkaya Israel Ternyata Populer di RI|Netral
Kerja 5 Tahun, DPR Dapat Uang Pensiun Segini Seumur Hidup|Netral
BCA Setop Layanan M-BCA SIM Card, Nasabah Diminta Lakukan Ini|Netral
Masa Tugas Presiden Jokowi Kelar Oktober 2024, Segini Uang Pensiunnya|Netral
Ngeri! Robert Kiyosaki Ramal AS Bakal Jadi Negara Termiskin|Netral
Lo Kheng Hong Blak-blakan Menabung Bikin Miskin, Kok Bisa?|Netral
Nah! Ini Rangkuman Pergerakan IHSG Sepekan|Netral
Wajib Dipantau! Begini Gerak Harga Emas Antam & Global Sepekan|Netral
Duh! L'Oreal Kena Efek Perlambatan China|Negatif
Jelang Akhir Masa Jabatan, Ini Ketakutan Jokowi|Negatif
Mantap! Cetak Rekor Baru, Saham BBRI Diprediksi ke Rp 7.100|Positif
Home Credit Salurkan Pembiayaan Rp9,3 T Sepanjang 2023|Positif
IHSG Nyaris Sentuh 7.300-an, Digendong BBRI & BMRI|Positif
Erick Thohir Targetkan Kredit Ultramikro Bisa Jangkau 20 Juta Nasabah|Positif
Data Inflasi AS Dinanti Pasar, Dolar Ditutup Kuat Rp15.590|Negatif
BTN Bakal Luncurkan Pay Later di Semester I-2024|Netral
Laba Vale (INCO) Melonjak 36,89%, Nasib Divestasi Sahamnya Gimana?|Positif
Erick Bakal Lapor 2 Dapen BUMN Diduga Korupsi ke Kejagung Pekan Ini|Negatif
Erick Thohir Targetkan Dividen BUMN Tembus Rp 85 Triliun|Positif
Garap Tol Kediri, Gudang Garam (GGRM) Bikin Anak Usaha Baru Rp3,5 T|Positif
Wakil Menteri BUMN: Peruri Jadi GovTech, Ini 2 Tugas Utamanya|Netral
Waspada Penipuan Baru! Modusnya Menggiurkan|Negatif
Penerbitan Obligasi Korporasi Diprediksi Capai Rp155 T di 2024|Positif
Pilih Prabowo, Ini Ramalan Boy Thohir Soal Pasar Modal RI|Netral
Hashim Djojohadikusumo Ditanya Soal Prabowo Menang, Begini Responsnya|Netral
Ini Pengusaha Pertama yang Kirim Karangan Bunga Selamat ke Prabowo|Netral
Typo Kinerja Kelebihan Satu 0, Saham Grab-Gojek AS Melesat 60% Sehari|Positif
Quick Count 15:10: Prabowo-Gibran Unggul di 60%, Ganjar-Mahfud Buncit|Netral
Ini Alasan Boy Thohir Yakin Besok Pasar Modal RI Bakal Happy|Netral
Pesan Airlangga untuk Presiden Baru: Dunia Tidak Baik-Baik Saja|Netral
Putra Mahkota Konglomerat Bisnis Raksasa Ajak Warga Gunakan Hak Pilih|Netral
Boy Thohir: Pemilu RI Bisa Jadi Contoh Bagi Negara Lain|Netral
Wall Street Dibuka Beragam, Data Penjualan Retail Di Bawah Ekspektasi!|Negatif
Ini Alasan Investor Asing Kepincut Investasi di Pasar Modal RI|Netral
Maret, BCA, Mandiri, BRI, BNI, BTN Umumkan Dividen, Siapa Paling Gede?|Netral
Lewat Holding Ultra Mikro, Segmen Ini Jadi Motor Pertumbuhan BRI|Positif
Nasib Rupiah, Bursa & BI Rate Setelah Prabowo Ungguli Anies & Ganjar|Netral
Jadi First Mover ESG, BRI Salurkan Kredit Hijau & Bibit Pohon|Positif
BEI Pede Transaksi Investor Melesat di 2024|Positif
Disebut Jadi Calon Ibu Negara, Segini Harta Titiek Soeharto|Netral
Saham BBRI BBNI BMRI Cetak Rekor Lagi, Gegara Pilpres Bakal 1 Putaran?|Positif
Bukan Cuma Lending, Masyarakat RI Juga Butuh Nabung|Netral
7 Saham Ini Topang IHSG Naik 1,3%, Ketiban Efek Prabowo?|Positif
Market Wajib Tahu! Bos BRI Blak-Blakan Tantangan 2024|Netral
Sektor Ini Disebut Jadi Primadona Tahun Ini, Apa Saja?|Netral
Bank Permata (BNLI) Raup Laba Rp2,58 T di 2023, Naik 28%|Positif
BEI Sebut Minat Investor Asing Tetap Besar di Pasar Modal Indonesia|Netral
Data Neraca Dagang Tak Sesuai Harapan, Rupiah Keok Dolar Jadi Rp15.615|Negatif
Bos BEI Buka-bukaan Efek ESG Hingga Pemilu ke Pasar Modal|Netral
Bursa Buka Gembok Saham TELE, Obligasinya Sudah Dibayar?|Netral
LPS Siap Bayar Simpanan Nasabah BPR Pasar Bhakti Sidoarjo|Netral
Emiten Suami Puan (CBRE) Targetkan Lonjakan Pendapatan 3 Kali Lipat|Positif
Pelunasan Pokok Surat Utang WIKA Diperpanjang|Netral
Uhui! Komeng Nyaleg, Segini Gaji & Tunjangan Kalau Lolos Jadi DPD|Netral
IHSG Masih Sumringah, 2 Saham Prajogo Jadi Penopangnya|Positif
Kolaborasi KB Bukopin dan Pemkot Batam Bikin BBM Subsidi Makin Efisien|Positif
Harga Batu Bara Menguat, Analis Rekomendasi 'Buy' Saham BUMI|Positif
Hary Tanoe dan Keluarga Kemungkinan Gagal ke DPR, Ini Ceritanya|Netral
Kebiasaan Warga RI yang Bisa Bikin Miskin Menurut Lo Kheng Hong|Netral
Prabowo Kasih Makan Siang Gratis, Deretan Saham Ini Siap Banjir Cuan|Positif
Kisah Pembantu Pakai Gaji Buat Beli Saham, Hasilnya Tak Disangka|Netral
Kerja 5 Tahun, Ternyata DPR Dapat Uang Pensiun Segini Seumur Hidup|Netral
Jangan Kaget! Tahun Ini Pemerintah AS Bayar Bunga Pinjaman Rp 13.500 T|Netral
Harta Kekayaan 7 Presiden RI, Siapa Paling Miskin?|Netral
Teka-Teki Emas 57 Ton Milik Soekarno di Swiss Akhirnya Terungkap|Netral
Ternyata Ini Ketakutan Jokowi di Ujung Masa Jabatan Presiden RI|Negatif
Program Makan Gratis Prabowo-Gibran Butuh Rp 460 T, Ini Sumber Dananya|Netral
Cek Duit Pensiun Jokowi Lepas Jabatan Presiden RI Tahun Ini|Netral
Kisah Raja Kain di Era Soeharto Kini Longsor Tertimbun Utang|Netral
Simak Arah Kebijakan OJK dalam Menjaga Stabilitas Jasa Keuangan|Netral
BEI Targetkan 96 Pengguna Jasa Karbon di 2024, Ini Strateginya|Positif
Top! Dalam 5 Tahun BRI Setor Rp 149,2T ke Negara Lewat Pajak & Dividen|Positif
BEI: Pemilu 1 Putaran Tak Pengaruhi Penambahan Investor Bursa|Netral
J Trust Bank Siap Pacu Kredit Ritel, Ini Alasannya|Positif
Kehabisan Bahan Bakar, Wall Street Dibuka Merah|Negatif
Simak! Ini 3 Prioritas Arah kebijakan OJK di Sektor Jasa Keuangan|Netral
Realisasi Tak Optimal, AJB Bumiputera 1912 Revisi RPK|Negatif
OJK Luncurkan Taksonomi Keuangan Berkelanjutan Indonesia|Netral
Ada Bocoran 3-4 Bank Swasta Mau Spinoff & Merger Bank Syariah Jumbo|Netral
OJK Optimis Kinerja Positif Sektor Jasa Keuangan Berlanjut|Positif
Transaksi Bursa Karbon Hingga 16 Februari 2024 Capai Rp 31,36 M|Positif
OJK Siapkan 4 Peraturan PPDP, Termasuk Dapen Wajib|Netral
Bank di Purworejo Ditutup OJK, Jadi yang Kelima Tahun Ini|Negatif
Ini Cara OJK Perkuat Integritas dan Tata Kelola Pengawasan|Positif
IHSG Cuma Ngegas 2 Hari Pasca Pemilu, BEI Ungkap Alasannya|Netral
Saham BRI Cetak Rekor Lagi di Rp 6.300, Kapitalisasi Dekati Rp 1.000 T|Positif
Saham BNI Cetak Rekor Lagi, Ditutup Kuat di Level Rp 6.025|Positif
IHSG Balik Lagi Ke 7.300-an, 3 Saham Bank Jumbo Jadi Penopangnya|Positif
Ini Kata LPS Soal BPR Melantai di Bursa|Netral
Bos OJK: Pemilu Justru Dongkrak IHSG, Ini Buktinya|Positif
OJK: Tren Positif Industri Keuangan Berlanjut Tahun Ini|Positif
Restrukturisasi Kredit COVID-19 Berakhir, BRI Siapkan Strategi Ini|Netral
Siap-Siap, Koperasi Open Loop Segera Diawasi OJK|Netral
China Pangkas Suku Bunga Dahului The Fed, Pasar Saham Bersorak|Positif
Jelang Pengumuman Suku Bunga BI, Dolar Menguat ke Rp15.655|Negatif
Banyak yang Tutup, Bos OJK Blak-blakan Soal Nasib BPR ke Depan|Netral
Premi Asuransi RI Tembus Rp 320,88 T, Umum Naik, Jiwa Turun|Netral
OJK Kasih Sinyal Lampu Hijau Merger BTN Syariah & Bank Muamalat|Netral
Pinjol Ilegal Menjamur, OJK Hentikan 2.288 Aktivitas Keuangan Ilegal|Positif
Investor Siap-siap! Ada 59 Calon Emiten IPO Tahun Ini, Cari Rp 50 T|Positif
IHSG Happy! Asing Kompak Borong Rp 20 Triliun Saham Emiten RI|Positif
Jokowi Ucapkan Terima Kasih ke Bos-Bos Keuangan RI, Ini Alasannya|Netral
Harga Divestasi Vale Rp3.000-an/Saham? Ini Kata Erick Thohir|Netral
Ditjen Pajak Terima Setoran Google & Netflix Cs Rp17,4 T|Positif
Likuditas Terjaga, OJK Optimis dengan Pertumbuhan Ekonomi RI|Positif
Jokowi Ungkap Situasi Ekonomi RI Terkini, Minta Semua Waspada!|Netral
CIMB Niaga Buyback 202.000 Saham, Ini Waktu Pembeliannya|Positif
Bos OJK: Pemilu Momentum Lembaga Keuangan Lari Cepat hingga Akhir 2024|Positif
Target OJK 2024: Kredit Bank Tumbuh 9%-11%, DPK 6%-8%|Positif
Jokowi ke Bankir & Investor: Politik Dalam Negeri RI Stabil!|Netral
Bos OJK: Investor Pasar Modal RI Naik 5 Kali Lipat|Positif
Jokowi: Habis Pemilu Arus Modal Masuk RI Bakal Makin Gede|Positif
Raksasa Makanan Sehat Singapura Masuk Pasar RI, Ini Targetnya|Positif
Bank AS Capital One Caplok 2 Perusahaan Kartu Kredit Rp 54,78 T|Positif
Sejarah! Uber Cetak Laba 2023 Rp 30 T, Akankah GOTO Menyusul?|Positif
Cerita Perusahaan Terbesar di Dunia Tebar Dividen Malah Jadi Petaka|Netral
Rapat Dewan Gubernur BI Dimulai, Dolar Menguat Jadi Rp15.630|Negatif
Ramai Investor 'Kabur' dari China ke Negara Asia Ini, Bukan RI Tapi...|Negatif
Jelang Pengumuman Suku Bunga Bank Sentral China, Bursa Asia Loyo|Negatif
Timur Tengah Membara, Harga Minyak Dunia Kembali Panas|Negatif
Pertemuan Bank Indonesia Dimulai, Akankah Mendongkrak Rupiah Hari Ini?|Netral
ETF Bitcoin Spot Raup US$2,4 Miliar, Kripto Mayoritas Naik|Positif
Wall Street Kembali Melemah Menjelang FOMC Minutes|Negatif
Sambangi ITB, Bos BNI Kasih Wejangan Pentingnya Jadi Wirausaha|Netral
RI Makin Gencar Tinggalkan Dolar AS, Ini Data Terbaru BI|Netral
Wah! Uang Beredar Selama Pemilu di RI Tembus Rp67 T|Netral
Jemaah Sabar! Aktivasi QRIS Arab Saudi Setelah UEA|Netral
Lewat BI, RI Kebanjiran Dolar dari Investor di Awal Tahun|Positif
Bocoran OJK Soal Akuisisi Multifinance, Nilainya Capai Rp 13,8 T|Netral
Stok Kurang! Harga Beras di Kalteng Tembus Rp18.800/Kg|Negatif
Peringatan Kesekian, Buron Asuransi Wanaartha Diminta Kembali ke RI|Netral
Begini Kondisi Likuiditas Bank Awal 2024|Netral
IHSG Berhasil Pangkas Koreksi, Tapi 6 Saham Ini Tetap Jadi Beban|Negatif
BNI Bangun Gedung Baru Senilai Rp 1,4 T di PIK 2|Positif
Ditanya Bursa Soal Harga Divestasi Vale, Manajemen Buka Suara|Netral
Genjot Bisnis SME, BSI Permudah Akses Pembiayaan Syariah ke UKM|Positif
Aturan Baru dari OJK Buat P2P Lending, Berlaku 1 Juli 2024|Netral
BI Ungkap Alasan Bank Ramai-ramai Alihkan Surat Berharga Jadi Kredit|Netral
BI Tahan Suku Bunga di 6%, Rupiah Naik ke Rp15.630/US$|Positif
BI Siap Sinergi dengan Presiden Terpilih 2024|Netral
Ini Alasan Bursa Saham Jepang Tahan Banting Saat Ekonominya Lesu|Netral
Ada Isu Resesi Global, Ini Hasil Stress Test Bank di RI|Netral
AS & India Diramal Cerah, RI Bakal Ketiban Untung|Positif
Uang Beredar Tembus Rp1.000 T, BI Janji Rupiah Aman di Ramadan-Lebaran|Netral
BI: Pertumbuhan Kredit Capai 11,83% per Januari 2024|Positif
Tok! BI Rate Tetap di 6%, Ini Alasannya|Netral
Bos BI Bocorkan Syarat Ekonomi RI Tumbuh di Atas 5% Tahun Ini|Netral
Bos BI: Rupiah Ada Kecenderungan Menguat!|Positif
Awas! Dolar Makin Perkasa, Asing Bisa Kabur dari RI Cs|Negatif
Bunga Fintech Turun, AFPI: Target Pertumbuhan Kredit 2024 Melambat|Negatif
Saham Nvidia Topang Indeks AS, Wall Street Terbang|Positif
Jokowi Happy Kredit Mekaar di Sulsel Tembus Rp 6,8 Triliun|Positif
Bank RI Laris Manis! Investor Korea dan Jepang Antri, Ini Kata Bos OJK|Positif
OJK: Belum Ada IPO Perusahaan BUMN di BEI Tahun Ini|Netral
Punya Holding Ultra Mikro, Saham BRI Diprediksi Akan Terus Cetak Rekor|Positif
Bos OJK Buka Suara Soal Asuransi Kendaraan Listrik|Netral
IHSG Gagal Nanjak, 8 Saham Ini Jadi Beban|Negatif
BSD Klaim Penjualan Rumah di Balikpapan Meningkat, Efek Proyek IKN?|Positif
Ini Trik Bank Mega Genjot Bisnis Konsumer di 2024|Positif
Ekonomi AS Diramal Melambat, Tak Akan Resesi Kayak Jepang|Netral
Jokowi Ingatkan Nasabah PNM Mekaar Nyicil Tepat Waktu|Netral
BI 'Cautious Optimism' Hadapi Kengerian Global, Apa Artinya?|Netral
Rupiah Loyo, Tapi Tak Seburuk Thailand|Negatif
Mega Travel Fair Datang Lagi, Simak Deretan Promo Menariknya|Netral
Target April 2024, Begini Update Migrasi Sistem TikTok ke Tokopedia|Netral
2 Direksi Temas (TMAS) Resign, Ada Apa?|Negatif
IHSG Turun 0,61%, Diwarnai Aksi Profit Taking Setelah Pemilu|Negatif
Kejagung Kebut Perkara Budi Said, Periksa 3 Saksi Ini|Netral
OJK Minta Bank Setop Penyaluran Kredit ke P2P Lending Gagal Bayar|Negatif
Waskita Rampungkan 2 Proyek Saluran Air Limbah di Makassar|Positif
The Fed Beri Kabar Soal Suku Bunga, Dolar Menguat Tipis Jadi Rp15.590|Negatif
Diminta Pemegang Saham, Satria Antaran (SAPX) Ganti Direksi Ini|Netral
Awas! Debitur Nakal Tidak Dilindungi OJK|Netral
BEI Surati Pupuk Indonesia|Netral
GOTO Bakal Gelar Public Expose Insidentil, Ini Agendanya|Netral
BTPN Rights Issue Rp 6,73 T, Simak Jadwal Lengkapnya|Netral
Investor Asing Kepincut Bank-Bank RI, Bos OJK Buka Faktanya|Netral
IHSG Ambrol 0,61%, Aksi Profit Taking Usai Pemilu Jadi Biang Kerok|Negatif
Prabowo Sudah Jelaskan, Duit Buat Makan Siang Gratis Rp460 T dari Sini|Netral
Ternyata AHY Tetap Dapat Uang Pensiun, Segini Gajinya VS Saat Jadi TNI|Netral
Ini Dia 5 Orang Terkaya Israel, Ternyata Punya Mesin Uang di RI|Netral
Ini Kekhawatiran Lembaga Asing Soal Ekonomi RI di Tangan Prabowo|Negatif
Ngeri! Sri Mulyani Buka-Bukaan Dampak Suku Bunga Higher for Longer|Netral
Kisah Raja Gula RI, Jadi Sugar Daddy dan Punya 26 Anak|Netral
Sering Disebut Punya Emas 57 Ton, Harta Soekarno Terungkap|Netral
Digadang-Gadang Jadi Ibu Negara RI, Segini Harta Titiek Soeharto|Netral
"""Kiamat"" ATM-Kartu Debit di Depan Mata, Ini Penggantinya"|Netral
Join BRI Group, BRI-MI Sabet Top 5 Manajer Investasi. Ini Pemicunya|Positif
Saat Dekat dengan Soeharto Malah Bikin Bisnis Salim Ambruk|Negatif
Pembantu Ini Nekat Pakai Gaji untuk Beli Saham, Hasilnya Tak Terduga|Netral
Berkah Terusir dari RI, Pria Sukabumi Sukses Jadi Raja Hotel Dunia|Netral
Wall Street Lanjutkan Penguatan, Cetak Rekor Lagi?|Positif
Kuasai 34% Saham Vale, MIND ID Berhak 3 Komisaris, Dirut-Direktur SDM!|Netral
MIND ID Kuasai 34% Saham Vale, Erick: Ini Momentum Bersejarah|Netral
MIND ID Kuasai 34% Saham INCO, Saham Vale Canada Susut Jadi Segini|Positif
3 Tambang Australia Tutup, Bos Prancis Akui Keperkasaan Nikel RI|Negatif
2023, MSIG Life Cairkan Klaim Kesehatan dan Kematian Rp 608 M|Positif
OJK Siapkan Banding, Ini Kronologi Kasus Kresna Life|Negatif
Cuan Rp26 M Usai Nguping Obrolan Istri, Suami Dipenjara-Istri Kena PHK|Netral
Investor Masih Menanti Inflasi PCE, Wall Street Dibuka Galau|Negatif
Demam AI Bikin Nvidia Lewati Google, Segini Harta Kekayaan Pendirinya|Netral
OJK Gas Kualitas BPR, Ini Strateginya|Netral
Anggota KPPS Banyak Tumbang, Bos Asuransi Jiwa Bilang Gini|Negatif
Laba Bisnis Infratstruktur dan Logistik Astra Lompat 85%|Positif
Harga Sawit Turun, Laba Usaha Agribisnis Astra Turun 39%|Negatif
Rogoh Rp300 M, VKTR Bikin Pabrik Kendaraan Listrik Komersil Pertama RI|Positif
OJK Cabut Izin Usaha BPS EDCCash, Ini Kronologinya|Negatif
Laba Bisnis Keuangan Astra International Naik 30%, Ini Penyumbangnya|Positif
Krom Bank Andalkan Modal Dulu Buat Salurkan Kredit|Netral
Laba Bersih Divisi Otomotif Astra International Naik 18% ke Rp 11,41 T|Positif
Digugat Lender Rp300 Juta, OJK Panggil Modal Rakyat Indonesia|Negatif
Pendapatan Asuransi Jiwa Rp219,7 T, PAYDI Masih Jadi Beban|Negatif
"Klaim Kesehatan Bengkak, ""RS Nakal"" Jadi Penyebab"|Negatif
Makin Dekat, BUMI Beri Update Rencana Hilirisasi Batu Bara|Positif
IHSG Hijau di Akhir Sesi, 5 Saham Ini Pendongkraknya!|Positif
Klaim Kesehatan Naik Bikin Asosiasi Asuransi Khawatir|Negatif
Inflasi PCE Terbaru Semakin Dekat, Wall Street Dibuka Lemes|Negatif
Premi Asuransi Umum Naik 15,3% Sepanjang 2023, Ditopang Engineering|Positif
BSI Patok Penambahan 3 Juta Nasabah per Tahun, Sebulan Segini|Positif
Tokopedia Diurus TikTok, GOTO Geber Dua Bisnis Ini|Netral
2023, Okupansi Mall Meroket 88%! Ini Penyebabnya|Positif
IHSG Naik 0,59%, BREN & BBRI Jadi Penopang|Positif
GOTO Bisa Dapat 'Cuan' Rp 80 juta/jam dari Service Fee Tokopedia|Netral
Defisit di RI Bikin Investor Goyah, Dolar Naik Jadi Rp15.680|Negatif
Bukan Cuma BTN-Muamalat, BSI Bakal Punya Saingan Lain|Netral
Berlaku 1 Juli 2024, Ini Aturan Baru Buat P2P Lending|Netral
Rumah Tapak Primadona, Harga di Bawah Rp 2 Miliar Paling Laris|Netral
Bank Digital Masih Andalkan Strategi Bakar Duit, Efektif?|Netral
Meski Makan Tabungan, Warga RI Masih Doyan Kredit Mobil Baru|Netral
BRI Siap Sediakan Layanan Lengkap Perbankan di IKN|Positif
Gelar Public Expose, GOTO Jelaskan 3 Hal Penting Ini|Netral
Data Inflasi PCE Sesuai Ekspektasi, Wall Street Dibuka Bergairah|Positif
Bos LPS: Perlu Ada Skema Baru Biar Bankir Bukan Cuma Cari Untung|Netral
OJK Sepakat Bangun Kantor di IKN|Netral
Lawan Inflasi, Beli Obligasi di Ajaib Bisa Kapan Saja|Netral
IHSG Lesu Lagi, Turun 0,17% Hari Ini|Negatif
Layanan Digital Bank Besar Makin Lengkap, Bank Digital Masih Relevan?|Netral
Harap Tenang! Likuiditas Bank Masih Aman, 2024 Siap Ekspansi?|Netral
Ekonomi AS Masih Kuat, Dolar Naik ke Rp15.710|Negatif
Wall Street Dibuka Kurang Bergairah, Pesta Pora Sudah Selesai?|Negatif
Bank Mega Restui Wakil Komisaris Utama Yungky Setiawan Mundur|Netral
Top! Market Cap BRI Melesat 66,4 Kali Sejak IPO, Jadi Rp 867 T|Positif
Bank Mega Targetkan Laba Bersih Tahun 2024 Rp 3,8 Triliun|Positif
Pakai Strategi Ini, Bank Mega Targetkan Pertumbuhan Kredit 8%|Positif
Bank Mega Bagi Dividen 70% DARI Laba Rp 3,5 Triliun|Positif
Top! BRI Kuat Tebar Dividen Jumbo hingga 5 Tahun ke Depan|Positif
Daftar Suku Bunga Deposito Bank Digital Terbaru, Ada yang 10%|Netral
Segini Harta Kekayaan Titiek Soeharto, Diisukan Jadi Ibu Negara RI|Netral
Berharta Rp 1.000 T, Pria Ini Hidup Sederhana dan Hormat ke Ortu|Netral
Orang Terkaya Israel Punya Mesin Uang Populer di RI|Netral
Target Pertumbuhan Kredit Double Digit, Saham BBRI Diramal Cerah|Positif
Cuan Rp 26 M Gegara Nguping, Suami Dipenjara-Istri Dipecat|Netral
Cek Saldo Minimum BCA, Mandiri, BNI, BRI Terbaru!|Netral
Sosok Mukesh Ambani, Crazy Rich India Gaet Rihanna di Pre-Wedding Anak|Netral
Harga Emas Pecah Rekor Tertinggi, Sepekan Terbang 2,34%|Positif
Rupiah Ambruk Lawan Dolar AS Dalam Sepekan, Cek Datanya!|Negatif
Jacob Rothschild Meninggal Dunia, Aset Peninggalannya Bikin Melongo|Netral
Tumbuh 33,9%, Transaksi Cash Management di QLola BRI Capai Rp 6,78 T|Positif
Setelah Nasdaq Pecah Rekor, Wall Street Melemah|Negatif
Soal Pembukaan Kode Broker di BEI, Begini Kata OJK!|Netral
Waspada Macet! Kredit Mobil dan Motor Bakal Meroket di Ramadan|Netral
Sempat Diambil Alih LPS, BPR di Aceh Ini Tutup dan Dilikuidasi|Negatif
Phising Marak, LPS Dorong Pelindungan Data Pribadi di Keuangan|Negatif
Kredit Perbankan Tokcer, OJK Dinilai Sukses Awasi Industri|Positif
OJK Buka Sanksi PKU Paylater Akulaku|Netral
Bankir Buka-bukaan Soal Pembiayaan Smelter Nikel & Tambang Batu Bara|Netral
Dirombak, Ini Jajaran Direksi dan Komisaris BNI Terbaru|Netral
Harga Beras di Cipinang Mulai Turun, di Pasar Tradisional Belum Jinak|Netral
Tak Jadi IPO, Wamen Tiko Ungkap SugarCo Mau Private Placement|Netral
Erick Thohir Angkat Komisaris & Direksi Baru KAI|Netral
IHSG Kebakaran Lagi, 6 Saham Big Cap Ini Biang Keladinya|Negatif
Soal Kontrak LNG Dengan Gunvor, Manajemen PGN Buka Suara|Netral
Prabowo: Kita Tidak Perlu Hotel BUMN|Netral
Pidato Powell Bikin Happy Investor, Wall Street Bangkit|Positif
Mesir Naikkan Suku Bunga 600 Basis Poin, Kerek Sampai 28%|Netral
Dorong Perkembangan UMKM, KB Bank Jalin Kerja Sama dengan OttoDigital|Positif
Ada Diskon Pajak Rumah, BTN Pede Penyaluran KPR Melesat|Positif
BNI Salurkan Rp67,9 T Pembiayaan Hijau di 2023, Naik 13,6%|Positif
